Obs,city,street,streetNumber,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours,category
3111,Szczecin,al. Skargi,58,C620,III,24,6,Monday,III,26,10,Wednesday,52,Odtwarzacze mp3 i mp4
3112,Police,ul. Pomorska,20,C620,V,31,9,Saturday,VI,4,7,Wednesday,94,Odtwarzacze mp3 i mp4
3113,Radom,al. Poziomkowa,93,C360,VII,9,11,Wednesday,VII,10,12,Thursday,25,Odtwarzacze mp3 i mp4
3114,Radom,ul. Szpitalna,844,C360,VI,16,13,Monday,VI,18,2,Wednesday,37,Odtwarzacze mp3 i mp4
3115,Radom,ul. Szmaragdowa,53,C516,X,21,17,Tuesday,X,23,13,Thursday,45,Odtwarzacze mp3 i mp4
3116,Radom,ul. Szmaragdowa,53,C620,IV,27,12,Sunday,IV,29,0,Tuesday,36,Odtwarzacze mp3 i mp4
3117,Szczecin,pl. Prusa,308,C516,X,22,15,Wednesday,X,22,23,Wednesday,8,Odtwarzacze mp3 i mp4
3118,Police,ul. Pomorska,20,C360,I,18,8,Friday,I,21,15,Monday,79,Odtwarzacze mp3 i mp4
3119,Radom,ul. Szmaragdowa,53,C360,VII,14,0,Monday,VII,16,23,Wednesday,71,Odtwarzacze mp3 i mp4
3120,Szczecin,pl. Prusa,308,C620,V,22,8,Thursday,V,27,7,Tuesday,119,Odtwarzacze mp3 i mp4
3121,Konin,pl. Glowackiego,32,C620,X,24,9,Friday,X,26,20,Sunday,60,Odtwarzacze mp3 i mp4
3122,Police,pl. Jezynowa,578,C516,V,7,14,Wednesday,V,8,21,Thursday,31,Odtwarzacze mp3 i mp4
3123,Police,al. Sikorskiego,22,C516,I,2,9,Wednesday,I,5,16,Saturday,78,Odtwarzacze mp3 i mp4
3124,Police,pl. Jezynowa,578,C360,VIII,21,11,Thursday,VIII,22,2,Friday,16,Odtwarzacze mp3 i mp4
3125,Warszawa,al. Konstytucji 3 Maja,535,C620,V,21,19,Wednesday,V,22,10,Thursday,15,Odtwarzacze mp3 i mp4
3126,Police,al. Sikorskiego,22,C516,II,18,20,Monday,II,23,11,Saturday,111,Odtwarzacze mp3 i mp4
3127,Police,al. Sikorskiego,22,C620,II,19,14,Tuesday,II,21,23,Thursday,57,Odtwarzacze mp3 i mp4
3128,Police,al. Sikorskiego,22,C360,VI,21,17,Saturday,VI,24,3,Tuesday,58,Odtwarzacze mp3 i mp4
3129,Police,al. Sikorskiego,22,C516,VIII,26,3,Tuesday,VIII,26,21,Tuesday,17,Odtwarzacze mp3 i mp4
3130,Konin,al. Sarnia,154,C620,III,12,9,Wednesday,III,15,8,Saturday,70,Odtwarzacze mp3 i mp4
3131,Konin,al. Sarnia,154,C620,VII,15,13,Tuesday,VII,16,22,Wednesday,34,Odtwarzacze mp3 i mp4
3132,Police,ul. Wiejska,42,C620,VI,7,9,Saturday,VI,9,14,Monday,53,Okulary 3D
3133,Konin,pl. Boczna,7,C620,V,11,18,Sunday,V,12,10,Monday,17,Okulary 3D
3134,Konin,pl. Boczna,7,C620,IX,10,11,Wednesday,IX,12,4,Friday,41,Okulary 3D
3135,Konin,pl. Boczna,7,C360,IX,18,10,Thursday,IX,19,8,Friday,22,Okulary 3D
3136,Szczecin,al. Zamkowa,88,C360,III,8,1,Saturday,III,9,20,Sunday,43,Okulary 3D
3137,Gdynia,ul. Cmentarna,698,C620,III,30,20,Sunday,IV,3,21,Thursday,97,Okulary 3D
3138,Mielec,al. Mostowa,25,C620,III,10,7,Monday,III,13,13,Thursday,78,Okulary 3D
3139,Konin,pl. Perlowa,95,C360,III,20,20,Thursday,III,22,8,Saturday,36,Okulary 3D
3140,Konin,pl. Perlowa,95,C516,V,18,21,Sunday,V,20,1,Tuesday,29,Okulary 3D
3141,Radom,ul. Kosciuszki,21,C360,IX,13,12,Saturday,IX,15,20,Monday,56,Okulary 3D
3142,Radom,ul. Kosciuszki,21,C516,VIII,23,12,Saturday,VIII,24,22,Sunday,34,Okulary 3D
3143,Radom,ul. Kosciuszki,21,C360,IX,25,12,Thursday,IX,27,18,Saturday,54,Okulary 3D
3144,Radom,ul. Kosciuszki,21,C360,VIII,7,6,Thursday,VIII,8,21,Friday,40,Okulary 3D
3145,Warszawa,pl. Sokola,33,C516,I,14,19,Monday,I,16,0,Wednesday,30,Okulary 3D
3146,Warszawa,pl. Spacerowa,1,C620,VIII,13,17,Wednesday,VIII,15,15,Friday,47,Okulary 3D
3147,Warszawa,pl. Spacerowa,1,C360,VI,22,11,Sunday,VI,24,4,Tuesday,41,Okulary 3D
3148,Warszawa,pl. Sokola,33,C516,VIII,26,12,Tuesday,VIII,30,7,Saturday,91,Okulary 3D
3149,Warszawa,pl. Spacerowa,1,C516,IV,28,16,Monday,V,1,3,Thursday,60,Okulary 3D
3150,Mielec,al. Kasztanowa,10,C360,III,3,3,Monday,III,3,14,Monday,10,Okulary 3D
3151,Mielec,al. Kasztanowa,10,C360,III,25,9,Tuesday,III,28,8,Friday,71,Okulary 3D
3152,Kutno,pl. Widokowa,16,C516,III,3,16,Monday,III,6,19,Thursday,74,Okulary 3D
3153,Police,al. Skladowa,831,C620,X,19,11,Sunday,X,20,15,Monday,29,Okulary 3D
3154,Police,al. Skladowa,831,C360,VIII,27,19,Wednesday,VIII,28,1,Thursday,7,Okulary 3D
3155,Police,al. Skladowa,831,C620,IV,21,11,Monday,IV,21,14,Monday,3,Okulary 3D
3156,Kutno,pl. Plater,12,C516,III,27,19,Thursday,III,30,5,Sunday,58,Okulary 3D
3157,Police,al. Skladowa,831,C620,VI,3,13,Tuesday,VI,3,20,Tuesday,7,Okulary 3D
3158,Szczecin,al. Zamkowa,88,C620,IX,20,7,Saturday,IX,23,5,Tuesday,70,Okulary 3D
3159,Kutno,ul. Piekna,74,C360,II,16,23,Saturday,II,19,16,Tuesday,65,Okulary 3D
3160,Kutno,ul. Piekna,74,C620,IX,7,0,Sunday,IX,10,23,Wednesday,95,Okulary 3D
3161,Konin,pl. Rumiankowa,1,C620,IV,30,20,Wednesday,V,3,23,Saturday,75,Okulary 3D
3162,Kutno,al. Sienkiewicza,979,C516,VII,12,20,Saturday,VII,14,22,Monday,50,Okulary 3D
3163,Szczecin,ul. Ciasna,44,C360,I,18,12,Friday,I,19,13,Saturday,25,Okulary 3D
3164,Police,pl. Wrzosowa,47,C620,I,11,2,Friday,I,12,11,Saturday,33,Okulary 3D
3165,Szczecin,ul. Slowianska,98,C516,X,21,11,Tuesday,X,23,1,Thursday,38,Okulary 3D
3166,Kutno,ul. Kazimierza Wielkiego,40,C360,IX,24,5,Wednesday,IX,28,17,Sunday,108,Okulary 3D
3167,Warszawa,ul. Boczna,78,C516,X,21,8,Tuesday,X,22,5,Wednesday,21,Okulary 3D
3168,Warszawa,ul. Boczna,78,C516,VII,5,23,Saturday,VII,10,6,Thursday,103,Okulary 3D
3169,Warszawa,ul. Boczna,78,C620,VII,16,12,Wednesday,VII,17,7,Thursday,19,Okulary 3D
3170,Szczecin,al. Zamkowa,88,C516,VIII,4,12,Monday,VIII,9,18,Saturday,126,Okulary 3D
3171,Warszawa,ul. Boczna,78,C360,VIII,16,4,Saturday,VIII,17,15,Sunday,35,Okulary 3D
3172,Szczecin,pl. Krakowska,597,C620,V,14,18,Wednesday,V,15,22,Thursday,28,Okulary 3D
3173,Konin,pl. Rumiankowa,1,C360,IX,25,10,Thursday,IX,26,3,Friday,18,Okulary 3D
3174,Police,pl. Wodna,120,C620,II,9,13,Saturday,II,10,6,Sunday,17,Okulary 3D
3175,Police,pl. Wodna,120,C360,V,1,5,Thursday,V,3,8,Saturday,51,Okulary 3D
3176,Police,pl. Wodna,120,C360,V,30,16,Friday,V,30,21,Friday,6,Okulary 3D
3177,Szczecin,al. Lelewela,27,C620,VII,4,5,Friday,VII,6,23,Sunday,66,Okulary 3D
3178,Police,pl. Wodna,120,C620,VII,17,8,Thursday,VII,22,12,Tuesday,123,Okulary 3D
3179,Kutno,al. Torowa,74,C620,VII,15,19,Tuesday,VII,17,13,Thursday,42,Okulary 3D
3180,Konin,al. Jasminowa,20,C516,VI,11,17,Wednesday,VI,13,1,Friday,32,Okulary 3D
3181,Gdynia,pl. Lubelska,7,C620,II,11,11,Monday,II,13,3,Wednesday,41,Okulary 3D
3182,Gdynia,pl. Lubelska,7,C516,IX,7,9,Sunday,IX,8,13,Monday,28,Okulary 3D
3183,Police,ul. Sosnowa,967,C620,I,11,2,Friday,I,12,6,Saturday,28,Okulary 3D
3184,Radom,al. Kosynierow,94,C620,VI,19,8,Thursday,VI,22,20,Sunday,84,Okulary 3D
3185,Konin,ul. Orzechowa,54,C620,III,29,2,Saturday,III,31,18,Monday,64,Okulary 3D
3186,Konin,ul. Orzechowa,54,C620,II,10,1,Sunday,II,13,13,Wednesday,83,Okulary 3D
3187,Radom,ul. Orzeszkowej,96,C516,IV,9,12,Wednesday,IV,9,23,Wednesday,11,Okulary 3D
3188,Mielec,al. Jana,365,C360,II,3,20,Sunday,II,6,10,Wednesday,61,Okulary 3D
3189,Mielec,al. Jana,365,C516,IX,30,18,Tuesday,X,4,21,Saturday,100,Okulary 3D
3190,Radom,ul. Orzeszkowej,96,C516,IX,16,10,Tuesday,IX,16,20,Tuesday,10,Okulary 3D
3191,Konin,al. Drzymaly,90,C516,VII,5,14,Saturday,VII,9,23,Wednesday,106,Okulary 3D
3192,Konin,al. Drzymaly,90,C620,VIII,1,8,Friday,VIII,3,23,Sunday,64,Okulary 3D
3193,Szczecin,ul. Dzialkowa,7,C620,V,22,1,Thursday,V,24,3,Saturday,50,Okulary 3D
3194,Konin,al. zytnia,11,C620,X,11,0,Saturday,X,15,7,Wednesday,103,Okulary 3D
3195,Mielec,ul. Borowkowa,65,C620,X,2,5,Thursday,X,2,15,Thursday,11,Okulary 3D
3196,Mielec,ul. Borowkowa,65,C620,X,11,11,Saturday,X,11,12,Saturday,2,Okulary 3D
3197,Konin,al. zytnia,11,C620,VIII,2,15,Saturday,VIII,3,10,Sunday,19,Okulary 3D
3198,Konin,al. zytnia,11,C516,X,5,19,Sunday,X,6,16,Monday,22,Okulary 3D
3199,Kutno,al. Norwida,52,C516,IX,4,19,Thursday,IX,6,11,Saturday,40,Okulary 3D
3200,Warszawa,pl. Spacerowa,1,C620,VIII,5,14,Tuesday,VIII,9,11,Saturday,93,Okulary 3D
3201,Gdynia,al. Torowa,43,C360,III,27,12,Thursday,III,29,3,Saturday,39,Okulary 3D
3202,Gdynia,al. Torowa,43,C620,IV,14,20,Monday,IV,18,10,Friday,86,Okulary 3D
3203,Warszawa,pl. Jasna,53,C516,V,12,23,Monday,V,14,13,Wednesday,38,Okulary 3D
3204,Szczecin,pl. Wschodnia,654,C516,VII,10,22,Thursday,VII,15,4,Tuesday,102,Okulary 3D
3205,Konin,ul. Jabloniowa,21,C516,I,20,13,Sunday,I,24,5,Thursday,88,Okulary 3D
3206,Police,ul. Storczykowa,88,C516,VI,7,20,Saturday,VI,10,11,Tuesday,63,Okulary 3D
3207,Police,ul. Storczykowa,88,C620,VI,29,6,Sunday,VI,29,10,Sunday,4,Okulary 3D
3208,Police,pl. Dlugosza,70,C620,II,10,4,Sunday,II,12,13,Tuesday,57,Okulary 3D
3209,Kutno,pl. Wroclawska,571,C516,VII,3,14,Thursday,VII,4,11,Friday,21,Okulary 3D
3210,Gdynia,pl. Wladyslawa lokietka,836,C620,VI,27,22,Friday,VII,1,13,Tuesday,87,Okulary 3D
3211,Gdynia,pl. Pilsudskiego,65,C516,X,20,3,Monday,X,21,19,Tuesday,41,Okulary 3D
3212,Gdynia,pl. Wladyslawa lokietka,836,C516,II,13,3,Wednesday,II,15,19,Friday,64,Okulary 3D
3213,Szczecin,al. Bydgoska,63,C360,VII,1,9,Tuesday,VII,2,13,Wednesday,28,Okulary 3D
3214,Radom,ul. zwirki i Wigury,43,C516,II,6,11,Wednesday,II,10,6,Sunday,91,Okulary 3D
3215,Mielec,al. Rubinowa,51,C516,II,11,15,Monday,II,13,7,Wednesday,40,Okulary 3D
3216,Radom,ul. Storczykowa,534,C360,III,13,8,Thursday,III,13,19,Thursday,11,Okulary 3D
3217,Kutno,pl. Wroclawska,571,C620,I,17,5,Thursday,I,17,9,Thursday,4,Okulary 3D
3218,Mielec,ul. Pomorska,12,C360,III,2,8,Sunday,III,2,20,Sunday,12,Okulary 3D
3219,Mielec,al. Rubinowa,51,C360,V,31,18,Saturday,VI,2,7,Monday,37,Okulary 3D
3220,Radom,ul. Storczykowa,534,C360,III,27,8,Thursday,III,28,15,Friday,31,Okulary 3D
3221,Radom,ul. Storczykowa,534,C620,IX,7,19,Sunday,IX,9,9,Tuesday,39,Okulary 3D
3222,Gdynia,ul. Kreta,86,C516,VII,4,3,Friday,VII,9,23,Wednesday,140,Okulary 3D
3223,Gdynia,ul. Kreta,86,C620,III,7,6,Friday,III,9,20,Sunday,62,Okulary 3D
3224,Gdynia,ul. Kreta,86,C516,III,7,5,Friday,III,10,21,Monday,88,Okulary 3D
3225,Mielec,al. Rubinowa,51,C620,II,11,20,Monday,II,16,14,Saturday,115,Okulary 3D
3226,Konin,al. Kwiatowa,5,C360,VIII,5,18,Tuesday,VIII,9,23,Saturday,101,Okulary 3D
3227,Warszawa,al. Strazacka,25,C620,III,2,8,Sunday,III,3,19,Monday,36,Okulary 3D
3228,Mielec,pl. Lipowa,55,C360,VI,4,0,Wednesday,VI,7,12,Saturday,84,Okulary 3D
3229,Mielec,pl. Lipowa,55,C360,I,17,6,Thursday,I,18,7,Friday,25,Okulary 3D
3230,Szczecin,pl. Robotnicza,526,C516,IX,29,17,Monday,IX,29,22,Monday,6,Okulary 3D
3231,Mielec,al. Stroma,8,C620,VII,24,19,Thursday,VII,26,3,Saturday,32,Okulary 3D
3232,Mielec,al. Stroma,8,C516,IV,5,17,Saturday,IV,7,22,Monday,53,Okulary 3D
3233,Radom,pl. Batalionow Chlopskich,61,C620,IX,9,17,Tuesday,IX,10,21,Wednesday,28,Okulary 3D
3234,Radom,pl. Batalionow Chlopskich,61,C516,III,20,20,Thursday,III,23,12,Sunday,64,Okulary 3D
3235,Radom,pl. Batalionow Chlopskich,61,C516,X,12,22,Sunday,X,14,21,Tuesday,47,Okulary 3D
3236,Warszawa,pl. Truskawkowa,38,C360,IV,19,1,Saturday,IV,20,18,Sunday,42,Okulary 3D
3237,Mielec,ul. Handlowa,396,C620,V,19,20,Monday,V,21,22,Wednesday,50,Okulary 3D
3238,Warszawa,pl. Truskawkowa,38,C516,VIII,8,9,Friday,VIII,9,23,Saturday,38,Okulary 3D
3239,Warszawa,pl. Truskawkowa,38,C516,VIII,18,13,Monday,VIII,22,22,Friday,105,Okulary 3D
3240,Kutno,pl. Zlota,57,C516,VIII,8,4,Friday,VIII,9,14,Saturday,34,Okulary 3D
3241,Kutno,pl. Zlota,57,C360,X,20,3,Monday,X,22,18,Wednesday,63,Okulary 3D
3242,Radom,al. Sosnowa,49,C620,V,12,0,Monday,V,12,3,Monday,2,Okulary 3D
3243,Mielec,ul. Pomorska,12,C620,VI,29,1,Sunday,VII,3,15,Thursday,110,Okulary 3D
3244,Kutno,al. Grzybowa,76,C620,VII,24,20,Thursday,VII,27,12,Sunday,65,Okulary 3D
3245,Kutno,al. Widokowa,755,C360,I,1,13,Tuesday,I,1,21,Tuesday,8,Okulary 3D
3246,Kutno,al. Grzybowa,76,C620,I,7,23,Monday,I,11,9,Friday,82,Okulary 3D
3247,Warszawa,pl. Sienkiewicza,75,C360,IX,26,11,Friday,IX,28,11,Sunday,48,Okulary 3D
3248,Konin,pl. Spokojna,78,C360,IX,22,19,Monday,IX,25,12,Thursday,65,Okulary 3D
3249,Kutno,al. Widokowa,755,C620,I,30,23,Wednesday,I,31,19,Thursday,20,Okulary 3D
3250,Mielec,ul. Pomorska,12,C516,III,14,4,Friday,III,16,3,Sunday,47,Okulary 3D
3251,Warszawa,al. Rzeczna,403,C516,X,11,2,Saturday,X,15,12,Wednesday,106,Okulary 3D
3252,Police,pl. Sportowa,85,C360,V,1,23,Thursday,V,4,8,Sunday,57,Okulary 3D
3253,Szczecin,ul. Wierzbowa,4,C516,I,11,23,Friday,I,12,12,Saturday,13,Okulary 3D
3254,Radom,pl. Chabrowa,25,C620,II,24,2,Sunday,II,27,5,Wednesday,76,Okulary 3D
3255,Konin,ul. Sienkiewicza,979,C620,V,16,5,Friday,V,18,23,Sunday,66,Okulary 3D
3256,Szczecin,ul. Wierzbowa,4,C516,X,18,10,Saturday,X,19,19,Sunday,32,Okulary 3D
3257,Radom,pl. Chabrowa,25,C360,I,9,6,Wednesday,I,12,0,Saturday,65,Okulary 3D
3258,Police,pl. Sportowa,85,C360,II,11,5,Monday,II,11,23,Monday,17,Okulary 3D
3259,Warszawa,ul. Niecala,61,C516,X,10,0,Friday,X,11,2,Saturday,26,Okulary 3D
3260,Konin,ul. Sienkiewicza,979,C516,I,27,5,Sunday,II,1,3,Friday,117,Okulary 3D
3261,Konin,ul. Sienkiewicza,979,C516,X,6,11,Monday,X,8,5,Wednesday,42,Okulary 3D
3262,Police,pl. Sportowa,85,C360,VIII,23,19,Saturday,VIII,25,18,Monday,47,Okulary 3D
3263,Konin,ul. Sienkiewicza,979,C620,VI,5,21,Thursday,VI,10,10,Tuesday,109,Okulary 3D
3264,Kutno,al. Fredry,92,C620,VI,4,7,Wednesday,VI,6,9,Friday,50,Okulary 3D
3265,Kutno,pl. Korczaka,49,C620,III,30,14,Sunday,IV,1,13,Tuesday,47,Okulary 3D
3266,Gdynia,pl. Opolska,89,C620,X,18,14,Saturday,X,21,9,Tuesday,67,Okulary 3D
3267,Kutno,pl. Korczaka,49,C360,I,16,4,Wednesday,I,19,4,Saturday,72,Okulary 3D
3268,Kutno,pl. Korczaka,49,C620,V,18,6,Sunday,V,18,21,Sunday,15,Okulary 3D
3269,Kutno,al. Fredry,92,C360,X,26,3,Sunday,X,30,4,Thursday,96,Okulary 3D
3270,Kutno,pl. Korczaka,49,C620,VI,11,9,Wednesday,VI,16,4,Monday,114,Okulary 3D
3271,Kutno,al. Fredry,92,C360,V,17,6,Saturday,V,21,12,Wednesday,102,Okulary 3D
3272,Radom,ul. Willowa,58,C360,IV,6,3,Sunday,IV,6,22,Sunday,19,Okulary 3D
3273,Radom,ul. Willowa,58,C620,II,25,20,Monday,II,26,8,Tuesday,12,Okulary 3D
3274,Radom,pl. Klasztorna,43,C620,V,4,5,Sunday,V,4,6,Sunday,1,Okulary 3D
3275,Warszawa,ul. Reymonta,952,C516,X,15,2,Wednesday,X,15,4,Wednesday,1,Okulary 3D
3276,Warszawa,pl. Zakole,779,C620,II,20,10,Wednesday,II,22,16,Friday,54,Okulary 3D
3277,Mielec,ul. Szymanowskiego,39,C360,VII,15,6,Tuesday,VII,18,12,Friday,77,Okulary 3D
3278,Mielec,ul. Szymanowskiego,39,C360,I,9,18,Wednesday,I,13,4,Sunday,82,Okulary 3D
3279,Konin,pl. Szeroka,11,C620,VI,17,13,Tuesday,VI,22,2,Sunday,109,Okulary 3D
3280,Konin,pl. Szeroka,11,C516,X,6,12,Monday,X,9,8,Thursday,68,Okulary 3D
3281,Gdynia,pl. Opolska,89,C360,III,30,3,Sunday,IV,1,5,Tuesday,50,Okulary 3D
3282,Konin,pl. Szeroka,11,C516,I,2,10,Wednesday,I,4,23,Friday,61,Okulary 3D
3283,Warszawa,pl. Zakole,779,C620,I,25,16,Friday,I,27,16,Sunday,48,Okulary 3D
3284,Konin,pl. Szeroka,11,C516,V,24,13,Saturday,V,24,15,Saturday,2,Okulary 3D
3285,Konin,pl. Szeroka,11,C516,VIII,7,8,Thursday,VIII,8,4,Friday,21,Okulary 3D
3286,Mielec,al. Przemyslowa,247,C620,IX,29,15,Monday,X,4,3,Saturday,108,Okulary 3D
3287,Mielec,al. Przemyslowa,247,C516,IV,19,19,Saturday,IV,21,12,Monday,41,Okulary 3D
3288,Radom,pl. Pocztowa,56,C516,IX,12,15,Friday,IX,14,3,Sunday,35,Okulary 3D
3289,Szczecin,ul. Kalinowa,968,C516,IX,9,18,Tuesday,IX,11,16,Thursday,46,Okulary 3D
3290,Gdynia,al. Wilcza,461,C360,VI,6,23,Friday,VI,10,17,Tuesday,90,Okulary 3D
3291,Gdynia,al. Wilcza,461,C620,V,29,19,Thursday,V,30,6,Friday,11,Okulary 3D
3292,Gdynia,ul. Letnia,87,C360,VII,20,14,Sunday,VII,21,5,Monday,15,Okulary 3D
3293,Gdynia,al. Wypoczynkowa,366,C516,II,11,8,Monday,II,13,10,Wednesday,50,Okulary 3D
3294,Gdynia,al. Wypoczynkowa,366,C620,V,13,6,Tuesday,V,16,9,Friday,75,Okulary 3D
3295,Konin,ul. Mostowa,932,C516,III,9,21,Sunday,III,14,13,Friday,111,Okulary 3D
3296,Gdynia,al. Wypoczynkowa,366,C620,II,22,1,Friday,II,26,23,Tuesday,118,Okulary 3D
3297,Gdynia,al. Wypoczynkowa,366,C620,IX,5,4,Friday,IX,5,14,Friday,10,Okulary 3D
3298,Gdynia,al. Wypoczynkowa,366,C360,VI,18,10,Wednesday,VI,19,8,Thursday,22,Okulary 3D
3299,Konin,ul. Mostowa,932,C360,V,25,3,Sunday,V,25,9,Sunday,6,Okulary 3D
3300,Konin,ul. Mostowa,932,C620,III,1,0,Saturday,III,4,16,Tuesday,89,Okulary 3D
3301,Konin,al. Kwiatowa,5,C360,IX,4,2,Thursday,IX,4,21,Thursday,19,Okulary 3D
3302,Police,ul. Ludowa,90,C516,III,11,12,Tuesday,III,13,20,Thursday,56,Okulary 3D
3303,Gdynia,ul. Letnia,87,C360,VII,19,0,Saturday,VII,20,12,Sunday,36,Okulary 3D
3304,Warszawa,al. Baltycka,54,C516,II,2,14,Saturday,II,6,17,Wednesday,99,Okulary 3D
3305,Szczecin,pl. Okrezna,933,C516,VII,5,15,Saturday,VII,6,3,Sunday,12,Okulary 3D
3306,Konin,ul. Mostowa,932,C360,IX,12,17,Friday,IX,13,11,Saturday,18,Okulary 3D
3307,Szczecin,pl. Okrezna,933,C360,IX,8,13,Monday,IX,10,6,Wednesday,41,Okulary 3D
3308,Warszawa,al. Baltycka,54,C620,II,15,15,Friday,II,17,21,Sunday,54,Okulary 3D
3309,Konin,ul. Mostowa,932,C620,VI,1,17,Sunday,VI,3,11,Tuesday,42,Okulary 3D
3310,Kutno,al. Tulipanowa,23,C516,II,21,23,Thursday,II,23,9,Saturday,34,Okulary 3D
3311,Warszawa,al. Baltycka,54,C516,IX,29,4,Monday,X,2,2,Thursday,69,Okulary 3D
3312,Warszawa,al. Mokra,49,C360,VII,25,3,Friday,VII,25,23,Friday,20,Okulary 3D
3313,Warszawa,al. Mokra,49,C516,I,24,21,Thursday,I,27,11,Sunday,62,Okulary 3D
3314,Radom,pl. Makowa,60,C620,VI,22,15,Sunday,VI,24,4,Tuesday,37,Okulary 3D
3315,Radom,al. Sosnowa,732,C360,VII,20,14,Sunday,VII,22,20,Tuesday,54,Okulary 3D
3316,Warszawa,al. Mokra,49,C516,VII,20,10,Sunday,VII,22,23,Tuesday,61,Okulary 3D
3317,Radom,al. Sosnowa,732,C360,I,25,3,Friday,I,26,0,Saturday,21,Okulary 3D
3318,Warszawa,al. Mokra,49,C360,VII,31,6,Thursday,VIII,1,10,Friday,29,Okulary 3D
3319,Police,ul. Powstancow,75,C360,V,20,20,Tuesday,V,24,6,Saturday,81,Okulary 3D
3320,Radom,pl. Makowa,60,C360,VIII,28,12,Thursday,IX,1,7,Monday,91,Okulary 3D
3321,Radom,ul. Kolejowa,56,C516,III,25,18,Tuesday,III,26,8,Wednesday,15,Okulary 3D
3322,Radom,al. Sosnowa,732,C620,I,4,13,Friday,I,6,0,Sunday,35,Okulary 3D
3323,Kutno,al. Willowa,14,C620,III,8,10,Saturday,III,10,5,Monday,43,Okulary 3D
3324,Radom,pl. zwirowa,68,C516,V,25,3,Sunday,V,29,13,Thursday,105,Okulary 3D
3325,Radom,ul. Kolejowa,56,C620,VIII,14,9,Thursday,VIII,17,17,Sunday,81,Okulary 3D
3326,Radom,pl. zwirowa,68,C516,VII,6,0,Sunday,VII,11,11,Friday,131,Okulary 3D
3327,Radom,pl. Kopernika,87,C360,VII,22,5,Tuesday,VII,24,3,Thursday,46,Okulary 3D
3328,Kutno,pl. Wyspianskiego,684,C620,II,4,13,Monday,II,7,13,Thursday,72,Okulary 3D
3329,Police,al. Wiazowa,96,C620,I,13,2,Sunday,I,14,17,Monday,39,Okulary 3D
3330,Police,al. Wiazowa,96,C620,II,16,5,Saturday,II,17,7,Sunday,26,Okulary 3D
3331,Police,al. Wiazowa,96,C620,I,28,21,Monday,I,31,3,Thursday,54,Okulary 3D
3332,Police,al. Wiazowa,96,C620,IX,5,19,Friday,IX,8,23,Monday,77,Okulary 3D
3333,Kutno,pl. Lubelska,95,C516,VII,29,16,Tuesday,VII,31,3,Thursday,34,Okulary 3D
3334,Mielec,ul. Brzozowa,64,C516,IV,7,22,Monday,IV,8,8,Tuesday,10,Okulary 3D
3335,Police,pl. Wladyslawa Jagielly,427,C516,IX,12,6,Friday,IX,15,1,Monday,67,Okulary 3D
3336,Police,pl. Wladyslawa Jagielly,427,C516,V,2,20,Friday,V,4,11,Sunday,39,Okulary 3D
3337,Kutno,pl. Lubelska,95,C360,VIII,24,5,Sunday,VIII,25,10,Monday,30,Okulary 3D
3338,Mielec,al. Tartaczna,169,C516,VI,4,11,Wednesday,VI,5,3,Thursday,16,Okulary 3D
3339,Mielec,pl. Mila,341,C360,X,14,22,Tuesday,X,17,14,Friday,64,Okulary 3D
3340,Mielec,pl. Mila,341,C516,IX,7,15,Sunday,IX,8,5,Monday,14,Okulary 3D
3341,Kutno,al. Wiatraczna,574,C516,VII,23,21,Wednesday,VII,28,2,Monday,101,Okulary 3D
3342,Kutno,al. Wiatraczna,574,C516,IV,23,6,Wednesday,IV,24,9,Thursday,27,Okulary 3D
3343,Kutno,al. Wiatraczna,574,C360,IX,4,11,Thursday,IX,5,3,Friday,16,Okulary 3D
3344,Mielec,pl. Mila,341,C516,II,10,21,Sunday,II,11,3,Monday,6,Okulary 3D
3345,Mielec,pl. Mila,341,C620,III,23,11,Sunday,III,23,17,Sunday,5,Okulary 3D
3346,Kutno,al. Broniewskiego,729,C360,VIII,10,3,Sunday,VIII,10,17,Sunday,14,Okulary 3D
3347,Szczecin,al. Skargi,58,C360,VII,16,11,Wednesday,VII,17,14,Thursday,27,Okulary 3D
3348,Gdynia,ul. Klonowa,72,C620,VIII,30,15,Saturday,VIII,30,23,Saturday,7,Okulary 3D
3349,Gdynia,ul. Klonowa,72,C516,IV,8,18,Tuesday,IV,12,3,Saturday,81,Okulary 3D
3350,Mielec,pl. Zielona,434,C516,IX,29,4,Monday,IX,30,6,Tuesday,25,Okulary 3D
3351,Gdynia,ul. Klonowa,72,C360,X,20,1,Monday,X,20,6,Monday,5,Okulary 3D
3352,Szczecin,al. Skargi,58,C516,IV,19,10,Saturday,IV,19,17,Saturday,7,Okulary 3D
3353,Mielec,pl. Zielona,434,C360,III,19,13,Wednesday,III,19,21,Wednesday,8,Okulary 3D
3354,Mielec,pl. Zielona,434,C516,V,31,15,Saturday,VI,1,3,Sunday,12,Okulary 3D
3355,Gdynia,pl. Okrzei,98,C620,II,7,17,Thursday,II,9,12,Saturday,43,Okulary 3D
3356,Szczecin,ul. Sosnowa,84,C360,III,5,6,Wednesday,III,8,11,Saturday,77,Okulary 3D
3357,Warszawa,ul. Robotnicza,81,C620,X,14,3,Tuesday,X,16,15,Thursday,60,Okulary 3D
3358,Warszawa,ul. Robotnicza,81,C620,VII,9,4,Wednesday,VII,10,9,Thursday,29,Okulary 3D
